Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.9875,0.975,0.0875,0.8625,0.90625,0.14375,0.39625,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.4,1.0
0.9875,0.95,0.0875,0.96875,0.94375,0.15375,0.43625,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.4,1.0
0.98125,0.9375,0.0875,0.9625,0.91875,0.045,0.19125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.5,1.0
0.98125,0.94375,0.0875,0.94375,0.95625,0.11875,0.355,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.5,1.0
0.9875,0.96875,0.0875,0.91875,0.93125,0.14625,0.45125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.6,1.0
0.9875,0.95625,0.0875,0.96875,0.95625,0.1375,0.39125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.6,1.0
0.9875,0.9375,0.0875,0.85625,0.91875,0.1775,0.38,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.7,1.0
0.9875,0.95,0.0875,0.96875,0.96875,0.14375,0.42125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.7,1.0
1.0,0.95625,0.0875,0.9625,0.94375,0.10375,0.35125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.8,1.0
1.0,0.93125,0.0875,0.9625,0.95625,0.135,0.4125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.8,1.0
0.98125,0.95625,0.0875,0.9125,0.93125,0.06875,0.34125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.9,1.0
0.98125,0.975,0.0875,0.98125,0.95625,0.1125,0.48875,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.9,1.0
0.99375,0.95625,0.0875,0.95,0.93125,0.105,0.37625,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.99375,0.975,0.0875,0.94375,0.95,0.11125,0.3575,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.99375,0.95,0.0875,0.875,0.90625,0.14375,0.375,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.1,1.0
0.99375,0.94375,0.0875,0.91875,0.98125,0.12625,0.3825,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.1,1.0
1.0,0.95625,0.0875,0.89375,0.925,0.12625,0.35125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.2,1.0
1.0,0.95,0.0875,0.96875,0.98125,0.18375,0.4175,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.2,1.0
0.99375,0.9375,0.0875,0.93125,0.925,0.17875,0.42625,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.3,1.0
0.99375,0.94375,0.0875,0.98125,0.98125,0.0925,0.35375,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.3,1.0
0.9875,0.94375,0.0875,0.9,0.9375,0.1275,0.3925,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.4,1.0
0.9875,0.94375,0.0875,0.98125,0.98125,0.12,0.37125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.4,1.0
0.9875,0.94375,0.0875,0.9,0.91875,0.1625,0.4575,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.5,1.0
0.9875,0.95,0.0875,0.975,0.9875,0.19,0.43125,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.5,1.0
0.99375,0.95,0.0875,0.89375,0.93125,0.14875,0.33625,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.6,1.0
0.99375,0.9375,0.0875,0.99375,0.96875,0.18,0.4475,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.6,1.0
0.99375,0.9625,0.0875,0.9625,0.925,0.0975,0.395,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.7,1.0
0.99375,0.94375,0.0875,0.99375,0.99375,0.17625,0.425,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.7,1.0
0.99375,0.975,0.0875,0.8875,0.91875,0.15,0.395,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.8,1.0
0.99375,0.9625,0.0875,0.975,0.98125,0.13125,0.3825,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.8,1.0
0.99375,0.95,0.0875,0.91875,0.9125,0.1475,0.40375,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.9,1.0
0.99375,0.98125,0.0875,0.99375,0.9625,0.14,0.3175,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,0.9,1.0
0.99375,0.925,0.0875,0.93125,0.925,0.14625,0.3775,0.0,0.0,0.0,1.0,1.0,0.1,124.0,full_weighted,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
0.99375,0.96875,0.0875,0.99375,0.98125,0.13125,0.41375,0.0,0.0,0.0,1.0,1.0,0.1,124.0,fixed,124.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
