2025-06-05 06:16:02,809 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 100, Loss: 2.2475085258483887, Accuracy: 24.62%
Epoch 110, Loss: 2.2435262203216553, Accuracy: 25.06%
Epoch 120, Loss: 2.243471145629883, Accuracy: 25.06%
Epoch 130, Loss: 2.243462562561035, Accuracy: 25.06%
Epoch 140, Loss: 2.2434537410736084, Accuracy: 25.06%
2025-06-05 12:22:59,896 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.4218790531158447, Accuracy: 12.50%
Epoch 10, Loss: 3.447697162628174, Accuracy: 23.19%
Epoch 20, Loss: 3.2894527912139893, Accuracy: 19.62%
Epoch 30, Loss: 3.284449577331543, Accuracy: 19.69%
Epoch 40, Loss: 3.284238338470459, Accuracy: 19.69%
Epoch 50, Loss: 3.284113883972168, Accuracy: 19.69%
Epoch 60, Loss: 3.283982753753662, Accuracy: 19.69%
Epoch 70, Loss: 3.2838456630706787, Accuracy: 19.69%
Epoch 80, Loss: 3.283705234527588, Accuracy: 19.69%
Epoch 90, Loss: 3.2835607528686523, Accuracy: 19.69%
Epoch 100, Loss: 3.283413887023926, Accuracy: 19.69%
Epoch 110, Loss: 3.283263683319092, Accuracy: 19.69%
Epoch 120, Loss: 3.283111095428467, Accuracy: 19.69%
Epoch 130, Loss: 3.282956123352051, Accuracy: 19.69%
Epoch 140, Loss: 3.2827985286712646, Accuracy: 19.69%
2025-06-05 12:49:49,773 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.163501262664795, Accuracy: 12.88%
Epoch 10, Loss: 2.958946466445923, Accuracy: 18.75%
Epoch 20, Loss: 2.5325069427490234, Accuracy: 19.25%
Epoch 30, Loss: 2.5253868103027344, Accuracy: 21.75%
Epoch 40, Loss: 2.5198233127593994, Accuracy: 21.69%
Epoch 50, Loss: 2.5196521282196045, Accuracy: 21.62%
Epoch 60, Loss: 2.5195980072021484, Accuracy: 21.62%
Epoch 70, Loss: 2.519540309906006, Accuracy: 21.62%
Epoch 80, Loss: 2.519479751586914, Accuracy: 21.62%
Epoch 90, Loss: 2.5194175243377686, Accuracy: 21.62%
Epoch 100, Loss: 2.5193533897399902, Accuracy: 21.62%
Epoch 110, Loss: 2.519286870956421, Accuracy: 21.62%
Epoch 120, Loss: 2.519218921661377, Accuracy: 21.62%
Epoch 130, Loss: 2.5191495418548584, Accuracy: 21.62%
Epoch 140, Loss: 2.5190787315368652, Accuracy: 21.62%
2025-06-05 13:01:35,543 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.33488130569458, Accuracy: 11.44%
Epoch 10, Loss: 2.5985307693481445, Accuracy: 15.69%
Epoch 20, Loss: 2.4421284198760986, Accuracy: 26.38%
Epoch 30, Loss: 2.2623953819274902, Accuracy: 29.31%
Epoch 40, Loss: 2.253892660140991, Accuracy: 29.44%
Epoch 50, Loss: 2.2536141872406006, Accuracy: 29.44%
Epoch 60, Loss: 2.253559112548828, Accuracy: 29.44%
Epoch 70, Loss: 2.2534987926483154, Accuracy: 29.44%
Epoch 80, Loss: 2.2534351348876953, Accuracy: 29.44%
Epoch 90, Loss: 2.253368616104126, Accuracy: 29.44%
Epoch 100, Loss: 2.253300189971924, Accuracy: 29.38%
Epoch 110, Loss: 2.2532296180725098, Accuracy: 29.38%
Epoch 120, Loss: 2.253157615661621, Accuracy: 29.38%
Epoch 130, Loss: 2.253084659576416, Accuracy: 29.38%
Epoch 140, Loss: 2.2530102729797363, Accuracy: 29.38%
