2025-05-24 13:14:51,759 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 90, Loss: 0.4517090916633606, Accuracy: 100.00%
2025-05-24 13:28:14,027 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 27.3002, BCE Loss: 26.7385
Epoch 10, Loss: 19.3058, BCE Loss: 18.7747
Epoch 20, Loss: 16.5334, BCE Loss: 16.0201
Epoch 30, Loss: 16.8993, BCE Loss: 16.3959
Epoch 40, Loss: 15.6022, BCE Loss: 15.1038
Epoch 50, Loss: 14.9025, BCE Loss: 14.4059
Epoch 60, Loss: 13.3956, BCE Loss: 12.9008
Epoch 70, Loss: 11.1755, BCE Loss: 10.6839
Epoch 80, Loss: 9.7052, BCE Loss: 9.2176
Epoch 90, Loss: 9.2500, BCE Loss: 8.7672
Epoch 100, Loss: 8.7147, BCE Loss: 8.2371
Epoch 110, Loss: 7.8729, BCE Loss: 7.3998
Epoch 120, Loss: 7.6273, BCE Loss: 7.1579
Epoch 130, Loss: 7.4087, BCE Loss: 6.9428
Epoch 140, Loss: 7.2113, BCE Loss: 6.7479
Epoch 150, Loss: 6.6057, BCE Loss: 6.1444
Epoch 160, Loss: 6.4067, BCE Loss: 5.9471
Epoch 170, Loss: 5.9039, BCE Loss: 5.4462
Epoch 180, Loss: 5.7120, BCE Loss: 5.2560
Epoch 190, Loss: 5.5370, BCE Loss: 5.0825
