2025-05-26 14:58:35,374 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 350, Loss: 0.7430, BCE Loss: 0.7430
Epoch 360, Loss: 0.7392, BCE Loss: 0.7392
Epoch 370, Loss: 0.7356, BCE Loss: 0.7356
Epoch 380, Loss: 0.7322, BCE Loss: 0.7322
Epoch 390, Loss: 0.7290, BCE Loss: 0.7290
Epoch 400, Loss: 0.7258, BCE Loss: 0.7258
Epoch 410, Loss: 0.7229, BCE Loss: 0.7229
Epoch 420, Loss: 0.7200, BCE Loss: 0.7200
Epoch 430, Loss: 0.7172, BCE Loss: 0.7172
Epoch 440, Loss: 0.7146, BCE Loss: 0.7146
Epoch 450, Loss: 0.7121, BCE Loss: 0.7121
Epoch 460, Loss: 0.7096, BCE Loss: 0.7096
Epoch 470, Loss: 0.7073, BCE Loss: 0.7073
Epoch 480, Loss: 0.7050, BCE Loss: 0.7050
Epoch 490, Loss: 0.7028, BCE Loss: 0.7028
