2025-06-05 04:42:47,907 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 70, Loss: 2.0706844329833984, Accuracy: 37.00%
Epoch 80, Loss: 2.070429801940918, Accuracy: 36.92%
Epoch 90, Loss: 2.0704197883605957, Accuracy: 36.92%
Epoch 100, Loss: 2.070408821105957, Accuracy: 36.92%
Epoch 110, Loss: 2.07039737701416, Accuracy: 36.92%
Epoch 120, Loss: 2.070384979248047, Accuracy: 36.92%
Epoch 130, Loss: 2.0703728199005127, Accuracy: 36.92%
Epoch 140, Loss: 2.0703606605529785, Accuracy: 36.92%
2025-06-05 11:48:47,869 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.411039113998413, Accuracy: 12.00%
Epoch 10, Loss: 3.0002527236938477, Accuracy: 21.67%
Epoch 20, Loss: 2.544968843460083, Accuracy: 28.33%
Epoch 30, Loss: 2.234050750732422, Accuracy: 27.00%
Epoch 40, Loss: 2.177767038345337, Accuracy: 33.33%
Epoch 50, Loss: 2.1704909801483154, Accuracy: 33.08%
Epoch 60, Loss: 2.1672773361206055, Accuracy: 33.00%
Epoch 70, Loss: 2.1642324924468994, Accuracy: 33.25%
Epoch 80, Loss: 2.1613810062408447, Accuracy: 33.42%
Epoch 90, Loss: 2.1587305068969727, Accuracy: 33.67%
Epoch 100, Loss: 2.156264543533325, Accuracy: 33.92%
Epoch 110, Loss: 2.153843402862549, Accuracy: 33.83%
Epoch 120, Loss: 2.1514339447021484, Accuracy: 34.08%
Epoch 130, Loss: 2.1490166187286377, Accuracy: 34.33%
Epoch 140, Loss: 2.146662473678589, Accuracy: 34.75%
