2025-05-26 14:13:18,650 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 310, Loss: 0.7520, BCE Loss: 0.7520
Epoch 320, Loss: 0.7427, BCE Loss: 0.7427
Epoch 330, Loss: 0.7338, BCE Loss: 0.7338
Epoch 340, Loss: 0.7252, BCE Loss: 0.7252
Epoch 350, Loss: 0.7170, BCE Loss: 0.7170
Epoch 360, Loss: 0.7091, BCE Loss: 0.7091
Epoch 370, Loss: 0.7015, BCE Loss: 0.7015
Epoch 380, Loss: 0.6942, BCE Loss: 0.6942
Epoch 390, Loss: 0.6873, BCE Loss: 0.6873
Epoch 400, Loss: 0.6806, BCE Loss: 0.6806
Epoch 410, Loss: 0.6741, BCE Loss: 0.6741
Epoch 420, Loss: 0.6680, BCE Loss: 0.6680
Epoch 430, Loss: 0.6621, BCE Loss: 0.6621
Epoch 440, Loss: 0.6564, BCE Loss: 0.6564
Epoch 450, Loss: 0.6510, BCE Loss: 0.6510
Epoch 460, Loss: 0.6458, BCE Loss: 0.6458
Epoch 470, Loss: 0.6408, BCE Loss: 0.6408
Epoch 480, Loss: 0.6360, BCE Loss: 0.6360
Epoch 490, Loss: 0.6314, BCE Loss: 0.6314
2025-05-26 15:28:38,702 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0868422985076904, Accuracy: 25.00%
Epoch 10, Loss: 1.7279084920883179, Accuracy: 75.00%
Epoch 20, Loss: 1.0682536363601685, Accuracy: 98.75%
Epoch 30, Loss: 0.37150534987449646, Accuracy: 100.00%
Epoch 40, Loss: 0.05789433792233467, Accuracy: 100.00%
Epoch 50, Loss: 0.011757172644138336, Accuracy: 100.00%
Epoch 60, Loss: 0.0042105307802557945, Accuracy: 100.00%
Epoch 70, Loss: 0.0024541777092963457, Accuracy: 100.00%
Epoch 80, Loss: 0.0018109731609001756, Accuracy: 100.00%
Epoch 90, Loss: 0.0015023353043943644, Accuracy: 100.00%
Epoch 100, Loss: 0.0013159929076209664, Accuracy: 100.00%
Epoch 110, Loss: 0.0011796285398304462, Accuracy: 100.00%
Epoch 120, Loss: 0.0010701912688091397, Accuracy: 100.00%
Epoch 130, Loss: 0.0009773155907168984, Accuracy: 100.00%
Epoch 140, Loss: 0.0008964034495875239, Accuracy: 100.00%
Epoch 150, Loss: 0.0008253508131019771, Accuracy: 100.00%
Epoch 160, Loss: 0.0007624627323821187, Accuracy: 100.00%
Epoch 170, Loss: 0.0007062418153509498, Accuracy: 100.00%
Epoch 180, Loss: 0.0006557761807925999, Accuracy: 100.00%
Epoch 190, Loss: 0.0006103375926613808, Accuracy: 100.00%
2025-05-26 15:28:47,014 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.4509, BCE Loss: 1.4509
Epoch 10, Loss: 1.3753, BCE Loss: 1.3753
Epoch 20, Loss: 1.3058, BCE Loss: 1.3058
Epoch 30, Loss: 1.2421, BCE Loss: 1.2421
Epoch 40, Loss: 1.1838, BCE Loss: 1.1838
Epoch 50, Loss: 1.1305, BCE Loss: 1.1305
Epoch 60, Loss: 1.0818, BCE Loss: 1.0818
Epoch 70, Loss: 1.0377, BCE Loss: 1.0377
Epoch 80, Loss: 0.9978, BCE Loss: 0.9978
Epoch 90, Loss: 0.9619, BCE Loss: 0.9619
Epoch 100, Loss: 0.9293, BCE Loss: 0.9293
Epoch 110, Loss: 0.8998, BCE Loss: 0.8998
Epoch 120, Loss: 0.8730, BCE Loss: 0.8730
Epoch 130, Loss: 0.8487, BCE Loss: 0.8487
Epoch 140, Loss: 0.8270, BCE Loss: 0.8270
Epoch 150, Loss: 0.8077, BCE Loss: 0.8077
Epoch 160, Loss: 0.7910, BCE Loss: 0.7910
Epoch 170, Loss: 0.7766, BCE Loss: 0.7766
Epoch 180, Loss: 0.7644, BCE Loss: 0.7644
Epoch 190, Loss: 0.7539, BCE Loss: 0.7539
Epoch 200, Loss: 0.7448, BCE Loss: 0.7448
Epoch 210, Loss: 0.7367, BCE Loss: 0.7367
Epoch 220, Loss: 0.7294, BCE Loss: 0.7294
Epoch 230, Loss: 0.7227, BCE Loss: 0.7227
Epoch 240, Loss: 0.7164, BCE Loss: 0.7164
Epoch 250, Loss: 0.7105, BCE Loss: 0.7105
Epoch 260, Loss: 0.7048, BCE Loss: 0.7048
Epoch 270, Loss: 0.6994, BCE Loss: 0.6994
Epoch 280, Loss: 0.6942, BCE Loss: 0.6942
Epoch 290, Loss: 0.6892, BCE Loss: 0.6892
Epoch 300, Loss: 0.6844, BCE Loss: 0.6844
Epoch 310, Loss: 0.6798, BCE Loss: 0.6798
Epoch 320, Loss: 0.6753, BCE Loss: 0.6753
Epoch 330, Loss: 0.6710, BCE Loss: 0.6710
Epoch 340, Loss: 0.6669, BCE Loss: 0.6669
Epoch 350, Loss: 0.6628, BCE Loss: 0.6628
Epoch 360, Loss: 0.6589, BCE Loss: 0.6589
Epoch 370, Loss: 0.6551, BCE Loss: 0.6551
Epoch 380, Loss: 0.6515, BCE Loss: 0.6515
Epoch 390, Loss: 0.6479, BCE Loss: 0.6479
Epoch 400, Loss: 0.6445, BCE Loss: 0.6445
Epoch 410, Loss: 0.6411, BCE Loss: 0.6411
Epoch 420, Loss: 0.6378, BCE Loss: 0.6378
Epoch 430, Loss: 0.6347, BCE Loss: 0.6347
Epoch 440, Loss: 0.6316, BCE Loss: 0.6316
Epoch 450, Loss: 0.6286, BCE Loss: 0.6286
Epoch 460, Loss: 0.6257, BCE Loss: 0.6257
Epoch 470, Loss: 0.6228, BCE Loss: 0.6228
Epoch 480, Loss: 0.6201, BCE Loss: 0.6201
Epoch 490, Loss: 0.6174, BCE Loss: 0.6174
2025-05-26 15:29:37,482 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.324249744415283, Accuracy: 12.50%
Epoch 10, Loss: 1.9118602275848389, Accuracy: 67.50%
Epoch 20, Loss: 1.37799870967865, Accuracy: 75.00%
Epoch 30, Loss: 0.7827186584472656, Accuracy: 87.50%
Epoch 40, Loss: 0.4530079960823059, Accuracy: 100.00%
Epoch 50, Loss: 0.2542957067489624, Accuracy: 100.00%
Epoch 60, Loss: 0.16505807638168335, Accuracy: 100.00%
Epoch 70, Loss: 0.1502409130334854, Accuracy: 100.00%
Epoch 80, Loss: 0.14690345525741577, Accuracy: 100.00%
Epoch 90, Loss: 0.14520159363746643, Accuracy: 100.00%
Epoch 100, Loss: 0.14423060417175293, Accuracy: 100.00%
Epoch 110, Loss: 0.1437237560749054, Accuracy: 100.00%
Epoch 120, Loss: 0.14339064061641693, Accuracy: 100.00%
Epoch 130, Loss: 0.1431400030851364, Accuracy: 100.00%
Epoch 140, Loss: 0.1429259479045868, Accuracy: 100.00%
Epoch 150, Loss: 0.14273104071617126, Accuracy: 100.00%
Epoch 160, Loss: 0.14254514873027802, Accuracy: 100.00%
Epoch 170, Loss: 0.1423642933368683, Accuracy: 100.00%
Epoch 180, Loss: 0.1421840488910675, Accuracy: 100.00%
Epoch 190, Loss: 0.14200326800346375, Accuracy: 100.00%
2025-05-26 15:29:44,710 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.8157, BCE Loss: 1.6678
Epoch 10, Loss: 1.7476, BCE Loss: 1.5998
Epoch 20, Loss: 1.6813, BCE Loss: 1.5337
Epoch 30, Loss: 1.6172, BCE Loss: 1.4696
Epoch 40, Loss: 1.5553, BCE Loss: 1.4079
Epoch 50, Loss: 1.4958, BCE Loss: 1.3485
Epoch 60, Loss: 1.4387, BCE Loss: 1.2916
Epoch 70, Loss: 1.3840, BCE Loss: 1.2371
Epoch 80, Loss: 1.3317, BCE Loss: 1.1850
Epoch 90, Loss: 1.2819, BCE Loss: 1.1354
Epoch 100, Loss: 1.2347, BCE Loss: 1.0884
Epoch 110, Loss: 1.1902, BCE Loss: 1.0441
Epoch 120, Loss: 1.1486, BCE Loss: 1.0026
Epoch 130, Loss: 1.1099, BCE Loss: 0.9640
Epoch 140, Loss: 1.0743, BCE Loss: 0.9286
Epoch 150, Loss: 1.0420, BCE Loss: 0.8965
Epoch 160, Loss: 1.0130, BCE Loss: 0.8676
Epoch 170, Loss: 0.9872, BCE Loss: 0.8418
Epoch 180, Loss: 0.9643, BCE Loss: 0.8191
Epoch 190, Loss: 0.9440, BCE Loss: 0.7988
Epoch 200, Loss: 0.9258, BCE Loss: 0.7808
Epoch 210, Loss: 0.9095, BCE Loss: 0.7646
Epoch 220, Loss: 0.8948, BCE Loss: 0.7499
Epoch 230, Loss: 0.8813, BCE Loss: 0.7365
Epoch 240, Loss: 0.8688, BCE Loss: 0.7242
Epoch 250, Loss: 0.8573, BCE Loss: 0.7128
Epoch 260, Loss: 0.8466, BCE Loss: 0.7022
Epoch 270, Loss: 0.8365, BCE Loss: 0.6923
Epoch 280, Loss: 0.8271, BCE Loss: 0.6829
Epoch 290, Loss: 0.8182, BCE Loss: 0.6741
Epoch 300, Loss: 0.8098, BCE Loss: 0.6659
Epoch 310, Loss: 0.8019, BCE Loss: 0.6580
Epoch 320, Loss: 0.7943, BCE Loss: 0.6506
Epoch 330, Loss: 0.7872, BCE Loss: 0.6435
Epoch 340, Loss: 0.7804, BCE Loss: 0.6368
Epoch 350, Loss: 0.7739, BCE Loss: 0.6305
Epoch 360, Loss: 0.7678, BCE Loss: 0.6244
Epoch 370, Loss: 0.7619, BCE Loss: 0.6187
Epoch 380, Loss: 0.7564, BCE Loss: 0.6132
Epoch 390, Loss: 0.7511, BCE Loss: 0.6080
Epoch 400, Loss: 0.7461, BCE Loss: 0.6031
Epoch 410, Loss: 0.7413, BCE Loss: 0.5984
Epoch 420, Loss: 0.7367, BCE Loss: 0.5940
Epoch 430, Loss: 0.7324, BCE Loss: 0.5897
Epoch 440, Loss: 0.7283, BCE Loss: 0.5857
Epoch 450, Loss: 0.7245, BCE Loss: 0.5819
Epoch 460, Loss: 0.7208, BCE Loss: 0.5783
Epoch 470, Loss: 0.7173, BCE Loss: 0.5749
Epoch 480, Loss: 0.7139, BCE Loss: 0.5717
Epoch 490, Loss: 0.7108, BCE Loss: 0.5686
2025-05-26 15:30:16,709 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.3293726444244385, Accuracy: 12.50%
Epoch 10, Loss: 1.9667285680770874, Accuracy: 50.00%
Epoch 20, Loss: 1.5104892253875732, Accuracy: 87.50%
Epoch 30, Loss: 0.8336340188980103, Accuracy: 98.75%
Epoch 40, Loss: 0.28335344791412354, Accuracy: 100.00%
Epoch 50, Loss: 0.16992780566215515, Accuracy: 100.00%
Epoch 60, Loss: 0.15469667315483093, Accuracy: 100.00%
Epoch 70, Loss: 0.15072333812713623, Accuracy: 100.00%
Epoch 80, Loss: 0.1492381989955902, Accuracy: 100.00%
Epoch 90, Loss: 0.14823377132415771, Accuracy: 100.00%
Epoch 100, Loss: 0.1475435197353363, Accuracy: 100.00%
Epoch 110, Loss: 0.14698192477226257, Accuracy: 100.00%
